,real 0 days 00:00:00,real 1 days 00:00:00,real 2 days 00:00:00,real 363 days 00:00:00,real 364 days 00:00:00,value
2014-11-15 21:00:00,-13.2,-15.0,-14.0,-1.5,-4.6,-13.3
2014-11-14 21:00:00,-18.7,-14.0,-14.649999999999999,-4.6,-13.2,-11.3
2014-11-12 21:00:00,-12.1,-17.8,-18.8,-18.7,-14.0,-17.2
2014-11-11 21:00:00,-14.3,-18.8,-16.9,-14.0,-12.1,-21.3
2014-11-10 21:00:00,-18.8,-16.9,-15.95,-12.1,-14.3,-18.8
2014-11-09 21:00:00,-18.2,-15.95,-19.1,-14.3,-18.8,-15.6
2014-11-08 21:00:00,-17.4,-19.1,-20.2,-18.8,-18.2,-14.5
2014-11-07 21:00:00,-21.6,-20.2,-15.65,-18.2,-17.4,-16.6
2014-11-06 21:00:00,-22.9,-15.65,-8.5,-17.4,-21.6,-17.5
2014-11-05 21:00:00,-18.8,-8.5,-10.2,-21.6,-22.9,-12.5
2014-11-04 21:00:00,-10.5,-10.2,-13.4,-22.9,-18.8,-6.5
2014-11-03 21:00:00,-15.1,-13.4,-14.850000000000001,-18.8,-10.5,-5.3
2014-11-02 21:00:00,-12.4,-14.850000000000001,-14.7,-10.5,-15.1,-14.4
2014-11-01 21:00:00,-14.4,-14.7,-9.95,-15.1,-12.4,-15.3
2014-10-31 21:00:00,-15.1,-9.95,-10.149999999999999,-12.4,-14.4,-14.3
2014-10-30 21:00:00,-8.7,-10.149999999999999,-10.4,-14.4,-15.1,-11.2
2014-10-29 21:00:00,-11.6,-10.4,-13.149999999999999,-15.1,-8.7,-8.7
2014-10-28 21:00:00,-8.9,-13.149999999999999,-11.5,-8.7,-11.6,-11.9
2014-10-27 21:00:00,-12.7,-11.5,-11.0,-11.6,-8.9,-13.6
2014-10-26 21:00:00,-12.1,-11.0,-13.25,-8.9,-12.7,-10.9
2014-10-25 21:00:00,-12.0,-13.25,-12.85,-12.7,-12.1,-10.0
2014-10-24 21:00:00,-11.9,-12.85,-11.1,-12.1,-12.0,-14.6
2014-10-23 21:00:00,-9.7,-11.1,-8.35,-12.0,-11.9,-16.0
2014-10-22 21:00:00,-6.7,-8.35,-8.4,-11.9,-9.7,-15.5
2014-10-21 21:00:00,-4.1,-8.4,-0.8999999999999999,-9.7,-6.7,-12.6
2014-10-20 21:00:00,-9.1,-0.8999999999999999,-2.8,-6.7,-4.1,-7.7
2014-10-19 21:00:00,-3.9,-2.8,-0.8500000000000001,-4.1,-9.1,2.1
2014-10-18 21:00:00,-8.1,-0.8500000000000001,-6.949999999999999,-9.1,-3.9,2.5
2014-10-17 21:00:00,-6.0,-6.949999999999999,-7.65,-3.9,-8.1,4.3
2014-10-16 21:00:00,-10.7,-7.65,-6.3500000000000005,-8.1,-6.0,-3.2
2014-10-15 21:00:00,-10.4,-6.3500000000000005,-4.0,-6.0,-10.7,-4.9
2014-10-14 21:00:00,-10.8,-4.0,-3.5500000000000003,-10.7,-10.4,-1.9
2014-10-13 21:00:00,-7.7,-3.5500000000000003,-4.3,-10.4,-10.8,-0.3
2014-10-12 21:00:00,-8.4,-4.3,-3.75,-10.8,-7.7,1.3
2014-10-11 21:00:00,-9.0,-3.75,-1.1,-7.7,-8.4,0.4
2014-10-10 21:00:00,-7.1,-1.1,-0.9500000000000002,-8.4,-9.0,-0.4
2014-10-09 21:00:00,-2.7,-0.9500000000000002,-4.6,-9.0,-7.1,0.5
2014-10-08 21:00:00,-5.4,-4.6,-1.9499999999999997,-7.1,-2.7,3.5
2014-10-07 21:00:00,-9.2,-1.9499999999999997,-0.25,-2.7,-5.4,0.0
2014-10-06 21:00:00,-5.6,-0.25,-0.35,-5.4,-9.2,1.7
2014-10-05 21:00:00,-3.1,-0.35,0.1,-9.2,-5.6,2.6
2014-10-04 21:00:00,-1.7,0.1,0.3,-5.6,-3.1,1.0
2014-10-03 21:00:00,-0.3,0.3,-3.4000000000000004,-3.1,-1.7,0.5
2014-10-02 21:00:00,0.5,-3.4000000000000004,-3.25,-1.7,-0.3,0.1
2014-10-01 21:00:00,-2.1,-3.25,-0.25,-0.3,0.5,-4.7
2014-09-30 21:00:00,-2.4,-0.25,1.5,0.5,-2.1,-4.1
2014-09-29 21:00:00,0.5,1.5,2.25,-2.1,-2.4,-1.0
2014-09-28 21:00:00,2.1,2.25,-1.05,-2.4,0.5,0.9
2014-09-27 21:00:00,4.9,-1.05,-1.35,0.5,2.1,-0.4
2014-09-26 21:00:00,-1.9,-1.35,3.4,2.1,4.9,-0.2
2014-09-25 21:00:00,0.0,3.4,1.4000000000000001,4.9,-1.9,-2.7
2014-09-24 21:00:00,3.4,1.4000000000000001,-0.09999999999999998,-1.9,0.0,3.4
2014-09-23 21:00:00,3.2,-0.09999999999999998,-0.95,0.0,3.4,-0.4
2014-09-22 21:00:00,-1.3,-0.95,1.3,3.4,3.2,1.1
2014-09-21 21:00:00,-0.5,1.3,2.55,3.2,-1.3,-1.4
2014-09-20 21:00:00,1.0,2.55,1.35,-1.3,-0.5,1.6
2014-09-19 21:00:00,-0.2,1.35,3.1,-0.5,1.0,5.3
2014-09-18 21:00:00,1.3,3.1,2.55,1.0,-0.2,1.4
2014-09-16 21:00:00,4.1,9.4,5.7,1.3,3.1,1.0
2014-09-15 21:00:00,6.3,5.7,5.15,3.1,4.1,12.5
2014-09-14 21:00:00,6.9,5.15,6.5,4.1,6.3,4.5
2014-09-13 21:00:00,1.9,6.5,12.3,6.3,6.9,8.4
2014-09-12 21:00:00,3.7,12.3,8.25,6.9,1.9,9.3
2014-09-11 21:00:00,11.4,8.25,4.65,1.9,3.7,13.2
2014-09-10 21:00:00,10.9,4.65,4.4,3.7,11.4,5.6
2014-09-09 21:00:00,3.7,4.4,7.1499999999999995,11.4,10.9,5.6
2014-09-08 21:00:00,4.7,7.1499999999999995,9.4,10.9,3.7,4.1
2014-09-07 21:00:00,6.1,9.4,9.95,3.7,4.7,8.2
2014-09-06 21:00:00,4.9,9.95,9.5,4.7,6.1,13.9
2014-09-05 21:00:00,6.0,9.5,7.3999999999999995,6.1,4.9,13.9
2014-09-04 21:00:00,7.2,7.3999999999999995,10.95,4.9,6.0,11.8
2014-09-03 21:00:00,8.2,10.95,11.9,6.0,7.2,6.6
2014-09-02 21:00:00,12.7,11.9,10.35,7.2,8.2,9.2
2014-09-01 21:00:00,10.4,10.35,10.3,8.2,12.7,13.4
2014-08-31 21:00:00,7.7,10.3,9.7,12.7,10.4,13.0
2014-08-30 21:00:00,7.0,9.7,8.6,10.4,7.7,13.6
2014-08-29 21:00:00,6.7,8.6,7.85,7.7,7.0,12.7
2014-08-28 21:00:00,4.7,7.85,11.350000000000001,7.0,6.7,12.5
2014-08-27 21:00:00,5.2,11.350000000000001,9.95,6.7,4.7,10.5
2014-08-26 21:00:00,10.4,9.95,7.3,4.7,5.2,12.3
2014-08-25 21:00:00,8.4,7.3,10.4,5.2,10.4,11.5
2014-08-24 21:00:00,5.0,10.4,8.4,10.4,8.4,9.6
2014-08-23 21:00:00,7.4,8.4,10.9,8.4,5.0,13.4
2014-08-22 21:00:00,4.8,10.9,11.55,5.0,7.4,12.0
2014-08-21 21:00:00,8.9,11.55,11.15,7.4,4.8,12.9
2014-08-20 21:00:00,9.5,11.15,11.15,4.8,8.9,13.6
2014-08-19 21:00:00,9.3,11.15,11.2,8.9,9.5,13.0
2014-08-18 21:00:00,12.4,11.2,13.05,9.5,9.3,9.9
2014-08-17 21:00:00,13.2,13.05,11.5,9.3,12.4,9.2
2014-08-16 21:00:00,13.5,11.5,11.95,12.4,13.2,12.6
2014-08-15 21:00:00,14.3,11.95,13.15,13.2,13.5,8.7
2014-08-14 21:00:00,13.4,13.15,14.100000000000001,13.5,14.3,10.5
2014-08-13 21:00:00,14.5,14.100000000000001,12.45,14.3,13.4,11.8
2014-08-12 21:00:00,13.9,12.45,10.8,13.4,14.5,14.3
2014-08-11 21:00:00,13.4,10.8,9.4,14.5,13.9,11.5
2014-08-10 21:00:00,9.3,9.4,10.05,13.9,13.4,12.3
2014-08-09 21:00:00,8.8,10.05,8.75,13.4,9.3,10.0
2014-08-08 21:00:00,9.3,8.75,12.0,9.3,8.8,10.8
2014-08-07 21:00:00,9.5,12.0,11.75,8.8,9.3,8.0
2014-08-06 21:00:00,13.9,11.75,11.95,9.3,9.5,10.1
2014-08-05 21:00:00,13.0,11.95,12.15,9.5,13.9,10.5
2014-08-04 21:00:00,13.4,12.15,11.4,13.9,13.0,10.5
2014-08-03 21:00:00,13.3,11.4,11.65,13.0,13.4,11.0
2014-08-02 21:00:00,12.8,11.65,-1.5499999999999998,13.4,13.3,10.0
2014-08-01 21:00:00,13.4,-1.5499999999999998,-1.3499999999999996,13.3,12.8,9.9
2014-07-31 21:00:00,-13.1,-1.3499999999999996,11.75,12.8,13.4,10.0
2014-07-30 21:00:00,-12.7,11.75,10.05,13.4,-13.1,10.0
2014-07-29 21:00:00,12.9,10.05,10.15,-13.1,-12.7,10.6
2014-07-28 21:00:00,10.9,10.15,10.7,-12.7,12.9,9.2
2014-07-27 21:00:00,10.5,10.7,11.75,12.9,10.9,9.8
2014-07-26 21:00:00,10.8,11.75,11.4,10.9,10.5,10.6
2014-07-25 21:00:00,11.3,11.4,10.95,10.5,10.8,12.2
2014-07-24 21:00:00,12.5,10.95,-1.2000000000000002,10.8,11.3,10.3
2014-07-23 21:00:00,12.0,-1.2000000000000002,10.15,11.3,12.5,9.9
2014-07-22 21:00:00,-12.4,10.15,11.35,12.5,12.0,10.0
2014-07-21 21:00:00,11.0,11.35,10.95,12.0,-12.4,9.3
2014-07-20 21:00:00,11.1,10.95,10.100000000000001,-12.4,11.0,11.6
2014-07-19 21:00:00,10.4,10.100000000000001,9.0,11.0,11.1,11.5
2014-07-18 21:00:00,10.3,9.0,10.3,11.1,10.4,9.9
2014-07-17 21:00:00,10.0,10.3,10.15,10.4,10.3,8.0
2014-07-16 21:00:00,10.2,10.15,9.1,10.3,10.0,10.4
2014-07-15 21:00:00,10.0,9.1,10.25,10.0,10.2,10.3
2014-07-14 21:00:00,9.2,10.25,10.100000000000001,10.2,10.0,9.0
2014-07-13 21:00:00,8.3,10.100000000000001,10.2,10.0,9.2,12.2
2014-07-12 21:00:00,9.4,10.2,9.649999999999999,9.2,8.3,10.8
2014-07-11 21:00:00,10.8,9.649999999999999,10.1,8.3,9.4,9.6
2014-07-10 21:00:00,8.7,10.1,8.7,9.4,10.8,10.6
2014-07-09 21:00:00,9.7,8.7,8.8,10.8,8.7,10.5
2014-07-08 21:00:00,10.0,8.8,9.35,8.7,9.7,7.4
2014-07-07 21:00:00,8.4,9.35,9.75,9.7,10.0,9.2
2014-07-06 21:00:00,10.1,9.75,9.7,10.0,8.4,8.6
2014-07-05 21:00:00,9.9,9.7,9.75,8.4,10.1,9.6
2014-07-04 21:00:00,10.5,9.75,9.85,10.1,9.9,8.9
2014-07-03 21:00:00,10.0,9.85,10.65,9.9,10.5,9.5
2014-07-02 21:00:00,9.1,10.65,12.05,10.5,10.0,10.6
2014-07-01 21:00:00,8.3,12.05,8.5,10.0,9.1,13.0
2014-06-30 21:00:00,10.9,8.5,8.3,9.1,8.3,13.2
2014-06-29 21:00:00,8.3,8.3,9.35,8.3,10.9,8.7
2014-06-28 21:00:00,10.0,9.35,8.25,10.9,8.3,6.6
2014-06-27 21:00:00,10.0,8.25,8.25,8.3,10.0,8.7
2014-06-26 21:00:00,7.9,8.25,7.699999999999999,10.0,10.0,8.6
2014-06-25 21:00:00,8.9,7.699999999999999,8.05,10.0,7.9,7.6
2014-06-24 21:00:00,5.8,8.05,7.95,7.9,8.9,9.6
2014-06-23 21:00:00,6.1,7.95,7.4,8.9,5.8,10.0
2014-06-22 21:00:00,9.0,7.4,6.85,5.8,6.1,6.9
2014-06-21 21:00:00,6.4,6.85,7.3,6.1,9.0,8.4
2014-06-20 21:00:00,5.2,7.3,7.0,9.0,6.4,8.5
2014-06-19 21:00:00,6.4,7.0,7.300000000000001,6.4,5.2,8.2
2014-06-18 21:00:00,6.0,7.300000000000001,7.1,5.2,6.4,8.0
2014-06-17 21:00:00,7.2,7.1,8.0,6.4,6.0,7.4
2014-06-16 21:00:00,5.5,8.0,7.8,6.0,7.2,8.7
2014-06-15 21:00:00,6.2,7.8,5.550000000000001,7.2,5.5,9.8
2014-06-14 21:00:00,7.6,5.550000000000001,7.2,5.5,6.2,8.0
2014-06-13 21:00:00,7.9,7.2,6.949999999999999,6.2,7.6,3.2
2014-06-12 21:00:00,6.4,6.949999999999999,4.0,7.6,7.9,8.0
2014-06-11 21:00:00,5.2,4.0,6.3,7.9,6.4,8.7
2014-06-10 21:00:00,2.0,6.3,2.25,6.4,5.2,6.0
2014-06-09 21:00:00,1.6,2.25,2.7,5.2,2.0,11.0
2014-06-08 21:00:00,0.3,2.7,3.0999999999999996,2.0,1.6,4.2
2014-06-07 21:00:00,0.5,3.0999999999999996,0.7,1.6,0.3,4.9
2014-06-06 21:00:00,1.4,0.7,1.6,0.3,0.5,4.8
2014-06-05 21:00:00,0.4,1.6,2.45,0.5,1.4,1.0
2014-06-04 21:00:00,0.5,2.45,3.45,1.4,0.4,2.7
2014-06-03 21:00:00,0.9,3.45,2.3,0.4,0.5,4.0
2014-06-02 21:00:00,1.6,2.3,3.0,0.5,0.9,5.3
2014-06-01 21:00:00,1.1,3.0,4.4,0.9,1.6,3.5
2014-05-31 21:00:00,1.4,4.4,3.2,1.6,1.1,4.6
2014-05-30 21:00:00,4.5,3.2,2.45,1.1,1.4,4.3
2014-05-29 21:00:00,2.6,2.45,1.8499999999999999,1.4,4.5,3.8
2014-05-28 21:00:00,1.5,1.8499999999999999,1.2999999999999998,4.5,2.6,3.4
2014-05-27 21:00:00,-0.2,1.2999999999999998,2.55,2.6,1.5,3.9
2014-05-26 21:00:00,-1.3,2.55,2.8499999999999996,1.5,-0.2,3.9
2014-05-25 21:00:00,0.5,2.8499999999999996,1.3,-0.2,-1.3,4.6
2014-05-24 21:00:00,1.4,1.3,1.75,-1.3,0.5,4.3
2014-05-23 21:00:00,-0.9,1.75,0.3,0.5,1.4,3.5
2014-05-22 21:00:00,0.0,0.3,-0.55,1.4,-0.9,3.5
2014-05-21 21:00:00,0.7,-0.55,0.44999999999999996,-0.9,0.0,-0.1
2014-05-20 21:00:00,-0.7,0.44999999999999996,1.3,0.0,0.7,-0.4
2014-05-19 21:00:00,0.3,1.3,0.15,0.7,-0.7,0.6
2014-05-18 21:00:00,0.4,0.15,1.45,-0.7,0.3,2.2
2014-05-17 21:00:00,0.0,1.45,1.95,0.3,0.4,0.3
2014-05-16 21:00:00,-0.2,1.95,-0.75,0.4,0.0,3.1
2014-05-15 21:00:00,0.3,-0.75,2.3499999999999996,0.0,-0.2,3.6
2014-05-14 21:00:00,-0.4,2.3499999999999996,-0.44999999999999996,-0.2,0.3,-1.1
2014-05-13 21:00:00,2.3,-0.44999999999999996,0.09999999999999998,0.3,-0.4,2.4
2014-05-12 21:00:00,-3.5,0.09999999999999998,1.0,-0.4,2.3,2.6
2014-05-11 21:00:00,-1.6,1.0,1.2,2.3,-3.5,1.8
2014-05-10 21:00:00,-1.5,1.2,-1.4500000000000002,-3.5,-1.6,3.5
2014-05-09 21:00:00,-1.0,-1.4500000000000002,-1.3,-1.6,-1.5,3.4
2014-05-08 21:00:00,-1.8,-1.3,-1.5,-1.5,-1.0,-1.1
2014-05-07 21:00:00,-2.0,-1.5,-2.3,-1.0,-1.8,-0.6
2014-05-06 21:00:00,-1.4,-2.3,-1.95,-1.8,-2.0,-1.6
2014-05-05 21:00:00,-3.3,-1.95,-2.85,-2.0,-1.4,-1.3
2014-05-04 21:00:00,-2.9,-2.85,-1.55,-1.4,-3.3,-1.0
2014-05-03 21:00:00,-2.7,-1.55,-3.0,-3.3,-2.9,-3.0
2014-05-02 21:00:00,-2.6,-3.0,-2.25,-2.9,-2.7,-0.5
2014-05-01 21:00:00,-5.0,-2.25,-0.19999999999999996,-2.7,-2.6,-1.0
2014-04-30 21:00:00,-3.9,-0.19999999999999996,-2.4000000000000004,-2.6,-5.0,-0.6
2014-04-29 21:00:00,-1.4,-2.4000000000000004,-1.4,-5.0,-3.9,1.0
2014-04-28 21:00:00,-1.6,-1.4,-2.3000000000000003,-3.9,-1.4,-3.2
2014-04-27 21:00:00,-0.5,-2.3000000000000003,-2.05,-1.4,-1.6,-2.3
2014-04-26 21:00:00,-0.2,-2.05,-2.8,-1.6,-0.5,-4.4
2014-04-25 21:00:00,-2.7,-2.8,-8.95,-0.5,-0.2,-1.4
2014-04-24 21:00:00,-3.3,-8.95,-3.45,-0.2,-2.7,-2.3
2014-04-23 21:00:00,-6.2,-3.45,-3.05,-2.7,-3.3,-11.7
2014-04-22 21:00:00,-3.9,-3.05,-3.75,-3.3,-6.2,-3.0
2014-04-21 21:00:00,-2.7,-3.75,-5.4,-6.2,-3.9,-3.4
2014-04-20 21:00:00,-2.1,-5.4,-3.2,-3.9,-2.7,-5.4
2014-04-19 21:00:00,-6.0,-3.2,-5.949999999999999,-2.7,-2.1,-4.8
2014-04-18 21:00:00,-5.5,-5.949999999999999,-1.85,-2.1,-6.0,-0.9
2014-04-17 21:00:00,-4.3,-1.85,-1.6,-6.0,-5.5,-7.6
2014-04-16 21:00:00,-1.0,-1.6,-3.0999999999999996,-5.5,-4.3,-2.7
2014-04-15 21:00:00,0.5,-3.0999999999999996,-3.4,-4.3,-1.0,-3.7
2014-04-14 21:00:00,-1.9,-3.4,-7.7,-1.0,0.5,-4.3
2014-04-13 21:00:00,-3.3,-7.7,-7.95,0.5,-1.9,-3.5
2014-04-12 21:00:00,-9.3,-7.95,-12.0,-1.9,-3.3,-6.1
2014-04-11 21:00:00,-7.1,-12.0,-8.5,-3.3,-9.3,-8.8
2014-04-10 21:00:00,-11.7,-8.5,-5.4,-9.3,-7.1,-12.3
2014-04-09 21:00:00,-5.8,-5.4,-10.5,-7.1,-11.7,-11.2
2014-04-08 21:00:00,-5.0,-10.5,-13.649999999999999,-11.7,-5.8,-5.8
2014-04-07 21:00:00,-8.4,-13.649999999999999,-11.25,-5.8,-5.0,-12.6
2014-04-06 21:00:00,-13.7,-11.25,-11.25,-5.0,-8.4,-13.6
2014-04-05 21:00:00,-8.7,-11.25,-16.25,-8.4,-13.7,-13.8
2014-04-04 21:00:00,-8.4,-16.25,-13.45,-13.7,-8.7,-14.1
2014-04-03 21:00:00,-19.4,-13.45,-13.55,-8.7,-8.4,-13.1
2014-04-02 21:00:00,-12.2,-13.55,-15.8,-8.4,-19.4,-14.7
2014-04-01 21:00:00,-12.4,-15.8,-18.15,-19.4,-12.2,-14.7
2014-03-31 21:00:00,-17.3,-18.15,-17.6,-12.2,-12.4,-14.3
2014-03-30 21:00:00,-20.3,-17.6,-18.3,-12.4,-17.3,-16.0
2014-03-29 21:00:00,-19.2,-18.3,-14.100000000000001,-17.3,-20.3,-16.0
2014-03-27 21:00:00,-14.4,-13.3,-10.3,-19.2,-18.3,-13.8
2014-03-26 21:00:00,-12.1,-10.3,-10.95,-18.3,-14.4,-14.5
2014-03-25 21:00:00,-6.0,-10.95,-8.5,-14.4,-12.1,-14.6
2014-03-24 21:00:00,-10.6,-8.5,-13.35,-12.1,-6.0,-11.3
2014-03-23 21:00:00,-7.0,-13.35,-9.8,-6.0,-10.6,-10.0
2014-03-22 21:00:00,-12.0,-9.8,-10.75,-10.6,-7.0,-14.7
2014-03-21 21:00:00,-4.0,-10.75,-13.25,-7.0,-12.0,-15.6
2014-03-20 21:00:00,-3.9,-13.25,-16.25,-12.0,-4.0,-17.6
2014-03-19 21:00:00,-7.9,-16.25,-17.95,-4.0,-3.9,-18.6
2014-03-18 21:00:00,-17.8,-17.95,-17.6,-3.9,-7.9,-14.7
2014-03-17 21:00:00,-21.4,-17.6,-16.75,-7.9,-17.8,-14.5
2014-03-16 21:00:00,-16.5,-16.75,-18.4,-17.8,-21.4,-18.7
2014-03-15 21:00:00,-13.1,-18.4,-18.5,-21.4,-16.5,-20.4
2014-03-14 21:00:00,-15.4,-18.5,-18.3,-16.5,-13.1,-21.4
2014-03-13 21:00:00,-16.3,-18.3,-16.6,-13.1,-15.4,-20.7
2014-03-12 21:00:00,-15.0,-16.6,-19.549999999999997,-15.4,-16.3,-21.6
2014-03-11 21:00:00,-12.3,-19.549999999999997,-21.45,-16.3,-15.0,-20.9
2014-03-10 21:00:00,-19.4,-21.45,-20.85,-15.0,-12.3,-19.7
2014-03-09 21:00:00,-25.5,-20.85,-17.95,-12.3,-19.4,-17.4
2014-03-08 21:00:00,-26.1,-17.95,-16.95,-19.4,-25.5,-15.6
2014-03-07 21:00:00,-26.9,-16.95,-18.6,-25.5,-26.1,-9.0
2014-03-06 21:00:00,-26.2,-18.6,-20.95,-26.1,-26.9,-7.7
2014-03-05 21:00:00,-25.8,-20.95,-20.35,-26.9,-26.2,-11.4
2014-03-04 21:00:00,-26.2,-20.35,-20.3,-26.2,-25.8,-15.7
2014-03-03 21:00:00,-27.2,-20.3,-21.700000000000003,-25.8,-26.2,-13.5
2014-03-02 21:00:00,-27.7,-21.700000000000003,-24.85,-26.2,-27.2,-12.9
2014-03-01 21:00:00,-26.8,-24.85,-25.950000000000003,-27.2,-27.7,-16.6
2014-02-28 21:00:00,-26.8,-25.950000000000003,-28.0,-27.7,-26.8,-22.9
2014-02-27 21:00:00,-28.3,-28.0,-25.6,-26.8,-26.8,-23.6
2014-02-26 21:00:00,-28.8,-25.6,-22.4,-26.8,-28.3,-27.2
2014-02-25 21:00:00,-28.8,-22.4,-20.8,-28.3,-28.8,-22.4
2014-02-24 21:00:00,-24.8,-20.8,-20.25,-28.8,-28.8,-20.0
2014-02-23 21:00:00,-22.0,-20.25,-19.6,-28.8,-24.8,-19.6
2014-02-22 21:00:00,-20.0,-19.6,-19.9,-24.8,-22.0,-20.5
2014-02-21 21:00:00,-17.8,-19.9,-18.9,-22.0,-20.0,-21.4
2014-02-20 21:00:00,-17.1,-18.9,-18.1,-20.0,-17.8,-22.7
2014-02-19 21:00:00,-18.0,-18.1,-20.200000000000003,-17.8,-17.1,-19.8
2014-02-18 21:00:00,-20.5,-20.200000000000003,-24.95,-17.1,-18.0,-15.7
2014-02-17 21:00:00,-22.3,-24.95,-19.55,-18.0,-20.5,-18.1
2014-02-16 21:00:00,-23.0,-19.55,-20.3,-20.5,-22.3,-26.9
2014-02-15 21:00:00,-24.0,-20.3,-18.3,-22.3,-23.0,-15.1
2014-02-14 21:00:00,-26.7,-18.3,-17.95,-23.0,-24.0,-13.9
