,real 0 days 00:00:00,real 1 days 00:00:00,real 2 days 00:00:00,real 363 days 00:00:00,real 364 days 00:00:00,value
2014-02-13 21:00:00,-29.4,-17.95,-15.55,-24.0,-26.7,-7.2
2014-02-12 21:00:00,-30.9,-15.55,-17.4,-26.7,-29.4,-5.0
2014-02-11 21:00:00,-27.5,-17.4,-20.75,-29.4,-30.9,-3.6
2014-02-10 21:00:00,-27.3,-20.75,-15.700000000000001,-30.9,-27.5,-7.5
2014-02-09 21:00:00,-27.5,-15.700000000000001,-16.4,-27.5,-27.3,-14.0
2014-02-08 21:00:00,-27.6,-16.4,-14.3,-27.3,-27.5,-3.8
2014-02-07 21:00:00,-26.0,-14.3,-21.35,-27.5,-27.6,-6.8
2014-02-06 21:00:00,-24.2,-21.35,-16.95,-27.6,-26.0,-4.4
2014-02-05 21:00:00,-20.3,-16.95,-18.75,-26.0,-24.2,-22.4
2014-02-04 21:00:00,-13.9,-18.75,-22.15,-24.2,-20.3,-20.0
2014-02-03 21:00:00,-9.4,-22.15,-24.85,-20.3,-13.9,-28.1
2014-02-02 21:00:00,-15.1,-24.85,-26.45,-13.9,-9.4,-29.2
2014-02-01 21:00:00,-19.8,-26.45,-26.5,-9.4,-15.1,-29.9
2014-01-31 21:00:00,-18.6,-26.5,-22.9,-15.1,-19.8,-34.3
2014-01-30 21:00:00,-20.0,-22.9,-23.75,-19.8,-18.6,-33.0
2014-01-29 21:00:00,-17.1,-23.75,-22.4,-18.6,-20.0,-28.7
2014-01-28 21:00:00,-18.3,-22.4,-22.35,-20.0,-17.1,-29.2
2014-01-27 21:00:00,-17.5,-22.35,-24.6,-17.1,-18.3,-27.3
2014-01-26 21:00:00,-18.8,-24.6,-20.4,-18.3,-17.5,-25.9
2014-01-25 21:00:00,-21.1,-20.4,-26.85,-17.5,-18.8,-28.1
2014-01-23 21:00:00,-23.4,-28.3,-25.4,-21.1,-20.4,-30.3
2014-01-22 21:00:00,-26.0,-25.4,-25.0,-20.4,-23.4,-30.6
2014-01-21 21:00:00,-22.2,-25.0,-22.450000000000003,-23.4,-26.0,-28.6
2014-01-20 21:00:00,-22.4,-22.450000000000003,-19.9,-26.0,-22.2,-27.6
2014-01-19 21:00:00,-18.6,-19.9,-21.8,-22.2,-22.4,-26.3
2014-01-18 21:00:00,-14.0,-21.8,-24.1,-22.4,-18.6,-25.8
2014-01-17 21:00:00,-16.8,-24.1,-25.75,-18.6,-14.0,-26.8
2014-01-16 21:00:00,-24.4,-25.75,-25.5,-14.0,-16.8,-23.8
2014-01-15 21:00:00,-27.4,-25.5,-24.8,-16.8,-24.4,-24.1
2014-01-14 21:00:00,-27.1,-24.8,-24.5,-24.4,-27.4,-23.9
2014-01-13 21:00:00,-24.1,-24.5,-22.9,-27.4,-27.1,-25.5
2014-01-12 21:00:00,-20.9,-22.9,-20.75,-27.1,-24.1,-28.1
2014-01-11 21:00:00,-21.6,-20.75,-22.3,-24.1,-20.9,-24.2
2014-01-10 21:00:00,-23.4,-22.3,-22.15,-20.9,-21.6,-18.1
2014-01-09 21:00:00,-25.1,-22.15,-21.15,-21.6,-23.4,-19.5
2014-01-08 21:00:00,-23.6,-21.15,-21.45,-23.4,-25.1,-20.7
2014-01-07 21:00:00,-25.9,-21.45,-24.3,-25.1,-23.6,-16.4
2014-01-06 21:00:00,-24.2,-24.3,-23.6,-23.6,-25.9,-18.7
2014-01-05 21:00:00,-25.6,-23.6,-23.450000000000003,-25.9,-24.2,-23.0
2014-01-04 21:00:00,-24.6,-23.450000000000003,-21.75,-24.2,-25.6,-22.6
2014-01-03 21:00:00,-24.6,-21.75,-16.549999999999997,-25.6,-24.6,-22.3
2014-01-02 21:00:00,,,,,,-17.8
2014-01-01 21:00:00,,,,,,-8.7
2013-11-27 21:00:00,,-15.5,-20.4,,,-3.5
2013-11-26 21:00:00,,-20.4,-17.7,,,-15.5
2013-11-25 21:00:00,,-17.7,-12.9,,,-20.4
2013-11-24 21:00:00,,-12.9,-10.0,,,-17.7
2013-11-23 21:00:00,,-10.0,-11.7,,,-12.9
2013-11-22 21:00:00,,-11.7,-12.7,,,-10.0
2013-11-21 21:00:00,,-12.7,-8.6,,,-11.7
2013-11-20 21:00:00,,-8.6,-2.8,,,-12.7
2013-11-19 21:00:00,,-2.8,-1.5,,,-8.6
2013-11-18 21:00:00,,-1.5,-4.6,,,-2.8
2013-11-17 21:00:00,,-4.6,-13.2,,,-1.5
2013-11-16 21:00:00,,-13.2,-18.7,,,-4.6
2013-11-15 21:00:00,,-18.7,-14.0,,,-13.2
2013-11-14 21:00:00,,-14.0,-12.1,,,-18.7
2013-11-13 21:00:00,,-12.1,-14.3,,,-14.0
2013-11-12 21:00:00,,-14.3,-18.8,,,-12.1
2013-11-11 21:00:00,,-18.8,-18.2,,,-14.3
2013-11-10 21:00:00,,-18.2,-17.4,,,-18.8
2013-11-09 21:00:00,,-17.4,-21.6,,,-18.2
2013-11-08 21:00:00,,-21.6,-22.9,,,-17.4
2013-11-07 21:00:00,,-22.9,-18.8,,,-21.6
2013-11-06 21:00:00,,-18.8,-10.5,,,-22.9
2013-11-05 21:00:00,,-10.5,-15.1,,,-18.8
2013-11-04 21:00:00,,-15.1,-12.4,,,-10.5
2013-11-03 21:00:00,,-12.4,-14.4,,,-15.1
2013-11-02 21:00:00,,-14.4,-15.1,,,-12.4
2013-11-01 21:00:00,,-15.1,-8.7,,,-14.4
2013-10-31 21:00:00,,-8.7,-11.6,,,-15.1
2013-10-30 21:00:00,,-11.6,-8.9,,,-8.7
2013-10-29 21:00:00,,-8.9,-12.7,,,-11.6
2013-10-28 21:00:00,,-12.7,-12.1,,,-8.9
2013-10-27 21:00:00,,-12.1,-12.0,,,-12.7
2013-10-26 21:00:00,,-12.0,-11.9,,,-12.1
2013-10-25 21:00:00,,-11.9,-9.7,,,-12.0
2013-10-24 21:00:00,,-9.7,-6.7,,,-11.9
2013-10-23 21:00:00,,-6.7,-4.1,,,-9.7
2013-10-22 21:00:00,,-4.1,-9.1,,,-6.7
2013-10-21 21:00:00,,-9.1,-3.9,,,-4.1
2013-10-20 21:00:00,,-3.9,-8.1,,,-9.1
2013-10-19 21:00:00,,-8.1,-6.0,,,-3.9
2013-10-18 21:00:00,,-6.0,-10.7,,,-8.1
2013-10-17 21:00:00,,-10.7,-10.4,,,-6.0
2013-10-16 21:00:00,,-10.4,-10.8,,,-10.7
2013-10-15 21:00:00,,-10.8,-7.7,,,-10.4
2013-10-14 21:00:00,,-7.7,-8.4,,,-10.8
2013-10-13 21:00:00,,-8.4,-9.0,,,-7.7
2013-10-12 21:00:00,,-9.0,-7.1,,,-8.4
2013-10-11 21:00:00,,-7.1,-2.7,,,-9.0
2013-10-10 21:00:00,,-2.7,-5.4,,,-7.1
2013-10-09 21:00:00,,-5.4,-9.2,,,-2.7
2013-10-08 21:00:00,,-9.2,-5.6,,,-5.4
2013-10-07 21:00:00,,-5.6,-3.1,,,-9.2
2013-10-06 21:00:00,,-3.1,-1.7,,,-5.6
2013-10-05 21:00:00,,-1.7,-0.3,,,-3.1
2013-10-04 21:00:00,,-0.3,0.5,,,-1.7
2013-10-03 21:00:00,,0.5,-2.1,,,-0.3
2013-10-02 21:00:00,,-2.1,-2.4,,,0.5
2013-10-01 21:00:00,,-2.4,0.5,,,-2.1
2013-09-30 21:00:00,,0.5,2.1,,,-2.4
2013-09-29 21:00:00,,2.1,4.9,,,0.5
2013-09-28 21:00:00,,4.9,-1.9,,,2.1
2013-09-27 21:00:00,,-1.9,0.0,,,4.9
2013-09-26 21:00:00,,0.0,3.4,,,-1.9
2013-09-25 21:00:00,,3.4,3.2,,,0.0
2013-09-24 21:00:00,,3.2,-1.3,,,3.4
2013-09-23 21:00:00,,-1.3,-0.5,,,3.2
2013-09-22 21:00:00,,-0.5,1.0,,,-1.3
2013-09-21 21:00:00,,1.0,-0.2,,,-0.5
2013-09-20 21:00:00,,-0.2,1.3,,,1.0
2013-09-19 21:00:00,,1.3,3.1,,,-0.2
2013-09-18 21:00:00,,3.1,4.1,,,1.3
2013-09-17 21:00:00,,4.1,6.3,,,3.1
2013-09-16 21:00:00,,6.3,6.9,,,4.1
2013-09-15 21:00:00,,6.9,1.9,,,6.3
2013-09-14 21:00:00,,1.9,3.7,,,6.9
2013-09-13 21:00:00,,3.7,11.4,,,1.9
2013-09-12 21:00:00,,11.4,10.9,,,3.7
2013-09-11 21:00:00,,10.9,3.7,,,11.4
2013-09-10 21:00:00,,3.7,4.7,,,10.9
2013-09-09 21:00:00,,4.7,6.1,,,3.7
2013-09-08 21:00:00,,6.1,4.9,,,4.7
2013-09-07 21:00:00,,4.9,6.0,,,6.1
2013-09-06 21:00:00,,6.0,7.2,,,4.9
2013-09-05 21:00:00,,7.2,8.2,,,6.0
2013-09-04 21:00:00,,8.2,12.7,,,7.2
2013-09-03 21:00:00,,12.7,10.4,,,8.2
2013-09-02 21:00:00,,10.4,7.7,,,12.7
2013-09-01 21:00:00,,7.7,7.0,,,10.4
2013-08-31 21:00:00,,7.0,6.7,,,7.7
2013-08-30 21:00:00,,6.7,4.7,,,7.0
2013-08-29 21:00:00,,4.7,5.2,,,6.7
2013-08-28 21:00:00,,5.2,10.4,,,4.7
2013-08-27 21:00:00,,10.4,8.4,,,5.2
2013-08-26 21:00:00,,8.4,5.0,,,10.4
2013-08-25 21:00:00,,5.0,7.4,,,8.4
2013-08-24 21:00:00,,7.4,4.8,,,5.0
2013-08-23 21:00:00,,4.8,8.9,,,7.4
2013-08-22 21:00:00,,8.9,9.5,,,4.8
2013-08-21 21:00:00,,9.5,9.3,,,8.9
2013-08-20 21:00:00,,9.3,12.4,,,9.5
2013-08-19 21:00:00,,12.4,13.2,,,9.3
2013-08-18 21:00:00,,13.2,13.5,,,12.4
2013-08-17 21:00:00,,13.5,14.3,,,13.2
2013-08-16 21:00:00,,14.3,13.4,,,13.5
2013-08-15 21:00:00,,13.4,14.5,,,14.3
2013-08-14 21:00:00,,14.5,13.9,,,13.4
2013-08-13 21:00:00,,13.9,13.4,,,14.5
2013-08-12 21:00:00,,13.4,9.3,,,13.9
2013-08-11 21:00:00,,9.3,8.8,,,13.4
2013-08-10 21:00:00,,8.8,9.3,,,9.3
2013-08-09 21:00:00,,9.3,9.5,,,8.8
2013-08-08 21:00:00,,9.5,13.9,,,9.3
2013-08-07 21:00:00,,13.9,13.0,,,9.5
2013-08-06 21:00:00,,13.0,13.4,,,13.9
2013-08-05 21:00:00,,13.4,13.3,,,13.0
2013-08-04 21:00:00,,13.3,12.8,,,13.4
2013-08-03 21:00:00,,12.8,13.4,,,13.3
2013-08-02 21:00:00,,13.4,-13.1,,,12.8
2013-08-01 21:00:00,,-13.1,-12.7,,,13.4
2013-07-31 21:00:00,,-12.7,12.9,,,-13.1
2013-07-30 21:00:00,,12.9,10.9,,,-12.7
2013-07-29 21:00:00,,10.9,10.5,,,12.9
2013-07-28 21:00:00,,10.5,10.8,,,10.9
2013-07-27 21:00:00,,10.8,11.3,,,10.5
2013-07-26 21:00:00,,11.3,12.5,,,10.8
2013-07-25 21:00:00,,12.5,12.0,,,11.3
2013-07-24 21:00:00,,12.0,-12.4,,,12.5
2013-07-23 21:00:00,,-12.4,11.0,,,12.0
2013-07-22 21:00:00,,11.0,11.1,,,-12.4
2013-07-21 21:00:00,,11.1,10.4,,,11.0
2013-07-20 21:00:00,,10.4,10.3,,,11.1
2013-07-19 21:00:00,,10.3,10.0,,,10.4
2013-07-18 21:00:00,,10.0,10.2,,,10.3
2013-07-17 21:00:00,,10.2,10.0,,,10.0
2013-07-16 21:00:00,,10.0,9.2,,,10.2
2013-07-15 21:00:00,,9.2,8.3,,,10.0
2013-07-14 21:00:00,,8.3,9.4,,,9.2
2013-07-13 21:00:00,,9.4,10.8,,,8.3
2013-07-12 21:00:00,,10.8,8.7,,,9.4
2013-07-11 21:00:00,,8.7,9.7,,,10.8
2013-07-10 21:00:00,,9.7,10.0,,,8.7
2013-07-09 21:00:00,,10.0,8.4,,,9.7
2013-07-08 21:00:00,,8.4,10.1,,,10.0
2013-07-07 21:00:00,,10.1,9.9,,,8.4
2013-07-06 21:00:00,,9.9,10.5,,,10.1
2013-07-05 21:00:00,,10.5,10.0,,,9.9
2013-07-04 21:00:00,,10.0,9.1,,,10.5
2013-07-03 21:00:00,,9.1,8.3,,,10.0
2013-07-02 21:00:00,,8.3,10.9,,,9.1
2013-07-01 21:00:00,,10.9,8.3,,,8.3
2013-06-30 21:00:00,,8.3,10.0,,,10.9
2013-06-29 21:00:00,,10.0,10.0,,,8.3
2013-06-28 21:00:00,,10.0,7.9,,,10.0
2013-06-27 21:00:00,,7.9,8.9,,,10.0
2013-06-26 21:00:00,,8.9,5.8,,,7.9
2013-06-25 21:00:00,,5.8,6.1,,,8.9
2013-06-24 21:00:00,,6.1,9.0,,,5.8
2013-06-23 21:00:00,,9.0,6.4,,,6.1
2013-06-22 21:00:00,,6.4,5.2,,,9.0
2013-06-21 21:00:00,,5.2,6.4,,,6.4
2013-06-20 21:00:00,,6.4,6.0,,,5.2
2013-06-19 21:00:00,,6.0,7.2,,,6.4
2013-06-18 21:00:00,,7.2,5.5,,,6.0
2013-06-17 21:00:00,,5.5,6.2,,,7.2
2013-06-16 21:00:00,,6.2,7.6,,,5.5
2013-06-15 21:00:00,,7.6,7.9,,,6.2
2013-06-14 21:00:00,,7.9,6.4,,,7.6
2013-06-13 21:00:00,,6.4,5.2,,,7.9
2013-06-12 21:00:00,,5.2,2.0,,,6.4
2013-06-11 21:00:00,,2.0,1.6,,,5.2
2013-06-10 21:00:00,,1.6,0.3,,,2.0
2013-06-09 21:00:00,,0.3,0.5,,,1.6
2013-06-08 21:00:00,,0.5,1.4,,,0.3
2013-06-07 21:00:00,,1.4,0.4,,,0.5
2013-06-06 21:00:00,,0.4,0.5,,,1.4
2013-06-05 21:00:00,,0.5,0.9,,,0.4
2013-06-04 21:00:00,,0.9,1.6,,,0.5
2013-06-03 21:00:00,,1.6,1.1,,,0.9
2013-06-02 21:00:00,,1.1,1.4,,,1.6
2013-06-01 21:00:00,,1.4,4.5,,,1.1
2013-05-31 21:00:00,,4.5,2.6,,,1.4
2013-05-30 21:00:00,,2.6,1.5,,,4.5
2013-05-29 21:00:00,,1.5,-0.2,,,2.6
2013-05-28 21:00:00,,-0.2,-1.3,,,1.5
2013-05-27 21:00:00,,-1.3,0.5,,,-0.2
2013-05-26 21:00:00,,0.5,1.4,,,-1.3
2013-05-25 21:00:00,,1.4,-0.9,,,0.5
2013-05-24 21:00:00,,-0.9,0.0,,,1.4
2013-05-23 21:00:00,,0.0,0.7,,,-0.9
2013-05-22 21:00:00,,0.7,-0.7,,,0.0
2013-05-21 21:00:00,,-0.7,0.3,,,0.7
2013-05-20 21:00:00,,0.3,0.4,,,-0.7
2013-05-19 21:00:00,,0.4,0.0,,,0.3
2013-05-18 21:00:00,,0.0,-0.2,,,0.4
2013-05-17 21:00:00,,-0.2,0.3,,,0.0
2013-05-16 21:00:00,,0.3,-0.4,,,-0.2
2013-05-15 21:00:00,,-0.4,2.3,,,0.3
2013-05-14 21:00:00,,2.3,-3.5,,,-0.4
2013-05-13 21:00:00,,-3.5,-1.6,,,2.3
2013-05-12 21:00:00,,-1.6,-1.5,,,-3.5
2013-05-11 21:00:00,,-1.5,-1.0,,,-1.6
2013-05-10 21:00:00,,-1.0,-1.8,,,-1.5
2013-05-09 21:00:00,,-1.8,-2.0,,,-1.0
2013-05-08 21:00:00,,-2.0,-1.4,,,-1.8
2013-05-07 21:00:00,,-1.4,-3.3,,,-2.0
2013-05-06 21:00:00,,-3.3,-2.9,,,-1.4
2013-05-05 21:00:00,,-2.9,-2.7,,,-3.3
2013-05-04 21:00:00,,-2.7,-2.6,,,-2.9
2013-05-03 21:00:00,,-2.6,-5.0,,,-2.7
2013-05-02 21:00:00,,-5.0,-3.9,,,-2.6
2013-05-01 21:00:00,,-3.9,-1.4,,,-5.0
2013-04-30 21:00:00,,-1.4,-1.6,,,-3.9
2013-04-29 21:00:00,,-1.6,-0.5,,,-1.4
2013-04-28 21:00:00,,-0.5,-0.2,,,-1.6
2013-04-27 21:00:00,,-0.2,-2.7,,,-0.5
2013-04-26 21:00:00,,-2.7,-3.3,,,-0.2
2013-04-25 21:00:00,,-3.3,-6.2,,,-2.7
2013-04-24 21:00:00,,-6.2,-3.9,,,-3.3
2013-04-23 21:00:00,,-3.9,-2.7,,,-6.2
2013-04-22 21:00:00,,-2.7,-2.1,,,-3.9
2013-04-21 21:00:00,,-2.1,-6.0,,,-2.7
2013-04-20 21:00:00,,-6.0,-5.5,,,-2.1
2013-04-19 21:00:00,,-5.5,-4.3,,,-6.0
2013-04-18 21:00:00,,-4.3,-1.0,,,-5.5
2013-04-17 21:00:00,,-1.0,0.5,,,-4.3
2013-04-16 21:00:00,,0.5,-1.9,,,-1.0
2013-04-15 21:00:00,,-1.9,-3.3,,,0.5
2013-04-14 21:00:00,,-3.3,-9.3,,,-1.9
2013-04-13 21:00:00,,-9.3,-7.1,,,-3.3
2013-04-12 21:00:00,,-7.1,-11.7,,,-9.3
2013-04-11 21:00:00,,-11.7,-5.8,,,-7.1
2013-04-10 21:00:00,,-5.8,-5.0,,,-11.7
2013-04-09 21:00:00,,-5.0,-8.4,,,-5.8
2013-04-08 21:00:00,,-8.4,-13.7,,,-5.0
2013-04-07 21:00:00,,-13.7,-8.7,,,-8.4
2013-04-06 21:00:00,,-8.7,-8.4,,,-13.7
2013-04-05 21:00:00,,-8.4,-19.4,,,-8.7
2013-04-04 21:00:00,,-19.4,-12.2,,,-8.4
2013-04-03 21:00:00,,-12.2,-12.4,,,-19.4
2013-04-02 21:00:00,,-12.4,-17.3,,,-12.2
2013-04-01 21:00:00,,-17.3,-20.3,,,-12.4
2013-03-31 21:00:00,,-20.3,-19.2,,,-17.3
2013-03-30 21:00:00,,-19.2,-18.3,,,-20.3
2013-03-29 21:00:00,,-18.3,-14.4,,,-19.2
2013-03-28 21:00:00,,-14.4,-12.1,,,-18.3
2013-03-27 21:00:00,,-12.1,-6.0,,,-14.4
2013-03-26 21:00:00,,-6.0,-10.6,,,-12.1
2013-03-25 21:00:00,,-10.6,-7.0,,,-6.0
2013-03-24 21:00:00,,-7.0,-12.0,,,-10.6
2013-03-23 21:00:00,,-12.0,-4.0,,,-7.0
2013-03-22 21:00:00,,-4.0,-3.9,,,-12.0
2013-03-21 21:00:00,,-3.9,-7.9,,,-4.0
2013-03-20 21:00:00,,-7.9,-17.8,,,-3.9
2013-03-19 21:00:00,,-17.8,-21.4,,,-7.9
2013-03-18 21:00:00,,-21.4,-16.5,,,-17.8
2013-03-17 21:00:00,,-16.5,-13.1,,,-21.4
2013-03-16 21:00:00,,-13.1,-15.4,,,-16.5
2013-03-15 21:00:00,,-15.4,-16.3,,,-13.1
2013-03-14 21:00:00,,-16.3,-15.0,,,-15.4
2013-03-13 21:00:00,,-15.0,-12.3,,,-16.3
2013-03-12 21:00:00,,-12.3,-19.4,,,-15.0
2013-03-11 21:00:00,,-19.4,-25.5,,,-12.3
2013-03-10 21:00:00,,-25.5,-26.1,,,-19.4
2013-03-09 21:00:00,,-26.1,-26.9,,,-25.5
2013-03-08 21:00:00,,-26.9,-26.2,,,-26.1
2013-03-07 21:00:00,,-26.2,-25.8,,,-26.9
2013-03-06 21:00:00,,-25.8,-26.2,,,-26.2
2013-03-05 21:00:00,,-26.2,-27.2,,,-25.8
2013-03-04 21:00:00,,-27.2,-27.7,,,-26.2
2013-03-03 21:00:00,,-27.7,-26.8,,,-27.2
2013-03-02 21:00:00,,-26.8,-26.8,,,-27.7
2013-03-01 21:00:00,,-26.8,-28.3,,,-26.8
2013-02-28 21:00:00,,-28.3,-28.8,,,-26.8
2013-02-27 21:00:00,,-28.8,-28.8,,,-28.3
2013-02-26 21:00:00,,-28.8,-24.8,,,-28.8
2013-02-25 21:00:00,,-24.8,-22.0,,,-28.8
2013-02-24 21:00:00,,-22.0,-20.0,,,-24.8
2013-02-23 21:00:00,,-20.0,-17.8,,,-22.0
2013-02-22 21:00:00,,-17.8,-17.1,,,-20.0
2013-02-21 21:00:00,,-17.1,-18.0,,,-17.8
2013-02-20 21:00:00,,-18.0,-20.5,,,-17.1
2013-02-19 21:00:00,,-20.5,-22.3,,,-18.0
2013-02-18 21:00:00,,-22.3,-23.0,,,-20.5
2013-02-17 21:00:00,,-23.0,-24.0,,,-22.3
2013-02-16 21:00:00,,-24.0,-26.7,,,-23.0
2013-02-15 21:00:00,,-26.7,-29.4,,,-24.0
2013-02-14 21:00:00,,-29.4,-30.9,,,-26.7
2013-02-13 21:00:00,,-30.9,-27.5,,,-29.4
2013-02-12 21:00:00,,-27.5,-27.3,,,-30.9
2013-02-11 21:00:00,,-27.3,-27.5,,,-27.5
2013-02-10 21:00:00,,-27.5,-27.6,,,-27.3
2013-02-09 21:00:00,,-27.6,-26.0,,,-27.5
2013-02-08 21:00:00,,-26.0,-24.2,,,-27.6
2013-02-07 21:00:00,,-24.2,-20.3,,,-26.0
2013-02-06 21:00:00,,-20.3,-13.9,,,-24.2
2013-02-05 21:00:00,,-13.9,-9.4,,,-20.3
2013-02-04 21:00:00,,-9.4,-15.1,,,-13.9
2013-02-03 21:00:00,,-15.1,-19.8,,,-9.4
2013-02-02 21:00:00,,-19.8,-18.6,,,-15.1
2013-02-01 21:00:00,,-18.6,-20.0,,,-19.8
2013-01-31 21:00:00,,-20.0,-17.1,,,-18.6
2013-01-30 21:00:00,,-17.1,-18.3,,,-20.0
2013-01-29 21:00:00,,-18.3,-17.5,,,-17.1
2013-01-28 21:00:00,,-17.5,-18.8,,,-18.3
2013-01-27 21:00:00,,-18.8,-21.1,,,-17.5
2013-01-26 21:00:00,,-21.1,-20.4,,,-18.8
2013-01-25 21:00:00,,-20.4,-23.4,,,-21.1
2013-01-24 21:00:00,,-23.4,-26.0,,,-20.4
2013-01-23 21:00:00,,-26.0,-22.2,,,-23.4
2013-01-22 21:00:00,,-22.2,-22.4,,,-26.0
2013-01-21 21:00:00,,-22.4,-18.6,,,-22.2
2013-01-20 21:00:00,,-18.6,-14.0,,,-22.4
2013-01-19 21:00:00,,-14.0,-16.8,,,-18.6
2013-01-18 21:00:00,,-16.8,-24.4,,,-14.0
2013-01-17 21:00:00,,-24.4,-27.4,,,-16.8
2013-01-16 21:00:00,,-27.4,-27.1,,,-24.4
2013-01-15 21:00:00,,-27.1,-24.1,,,-27.4
2013-01-14 21:00:00,,-24.1,-20.9,,,-27.1
2013-01-13 21:00:00,,-20.9,-21.6,,,-24.1
2013-01-12 21:00:00,,-21.6,-23.4,,,-20.9
2013-01-11 21:00:00,,-23.4,-25.1,,,-21.6
2013-01-10 21:00:00,,-25.1,-23.6,,,-23.4
2013-01-09 21:00:00,,-23.6,-25.9,,,-25.1
2013-01-08 21:00:00,,-25.9,-24.2,,,-23.6
2013-01-07 21:00:00,,-24.2,-25.6,,,-25.9
2013-01-06 21:00:00,,-25.6,-24.6,,,-24.2
2013-01-05 21:00:00,,-24.6,-24.6,,,-25.6
2013-01-04 21:00:00,,-24.6,-25.7,,,-24.6
2013-01-03 21:00:00,,-25.7,-24.4,,,-24.6
2013-01-02 21:00:00,,,,,,-25.7
2013-01-01 21:00:00,,,,,,-24.4
